408,2014/08/04 - 2:27pm,0,,,,Ai Min,Choy,Ai Min.Choy@snail.dm,84308466,6042418482,778-2762918,Identify as male,1991,Not Avail.,First Choice,Second Choice,Preference on Tuesday and Thursday,No preference,"BSc, Computer Science",,,4th year,,"Yes, as a junior student",Have completed all co-op terms,X,,,,,X,,,"development, algorithms, software engineering","playing soccer, watching hockey, video games, working out, public speaking, Toastmasters",
609,2014/08/25 - 2:23pm,0,,,,Aidan,Marrick,Aidan.Marrick@snail.dm,58945517,7785476187,,Identify as male,1995,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,Not a co-op student,X,X,,,,X,,,"Web development (server-side), web development (client-side), data visualisation","Photography, reading (postmodern fiction, biographies, many others), languages, hiking",
510,2014/08/15 - 2:36pm,0,,,,Aileen,Zhang  ,Aileen.Zhang@snail.dm,33358104,7786327888,,Identify as female,1992,Not Avail.,First Choice,First Choice,,No preference,"BSc, Computer Science (Combined Major)",,Statistics,4th year,,No,Currently a co-op student,X,,,,,,,,"Data Analysis, Databases, Big Data","Hot yoga, Trying new food",
395,2014/08/02 - 8:53pm,0,,,,Aisha,Yu    ,Aisha.Yu@snail.dm,66753229,7789727682,,Identify as female,1995,Not Avail.,First Choice,Second Choice,,No preference,"BSc, Computer Science (Combined Major)",,Physics,2nd year,,No,"Not a co-op student, but interested in joining co-op",,X,X,X,X,,,,"Artificial intelligence, computer architecture, software engineering, brain-computer interface,","Writing, reading, swimming, playing basketball, drawing, physics.",
630,2014/08/28 - 7:07pm,0,,,,Aiyana,Harper,Aiyana.Harper@snail.dm,86885870,6045771243,,Identify as female,1991,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,"Yes, as a junior student",Currently a co-op student,X,,X,X,,,,,Health science,"Reading, baking",
671,2014/09/09 - 9:48am,0,,,,Aja,Hamilton,Aja.Hamilton@snail.dm,23153176,7782415050,,Identify as female,1993,First Choice,Second Choice,Third Choice,,No preference,"BComm, Combined Business / Computer Science (BUCS)",,,4th year,,Both junior and senior student,Currently a co-op student,X,X,X,X,X,X,,,"product development and management, product ownership, data management, networking, security, HCI","ultimate frisbee, reading",
656,2014/09/03 - 1:57pm,0,,,,Akira,Watanabe,Akira.Watanabe@snail.dm,61728480,7785350717,,Identify as female,1990,First Choice,Second Choice,Not Avail.,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,No,Not a co-op student,X,,,X,X,,,,"Human-Computer Interaction, interface design and implementation, and studying the relationship between application software and operating systems","Ballet, playing the piano/organ, painting, costume design",
509,2014/08/15 - 2:22pm,0,,,,Alana,Chang,Alana.Chang@snail.dm,94184991,7789331424,,Identify as female,1991,First Choice,Second Choice,Third Choice,"all of the kickoff event days work for me, I don't really have a preference",No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,,X,X,X,,,,"bioinformatics, computational linguistics, statistics","biology, reading, hiking, web design",
633,2014/08/29 - 11:54am,0,,,,Alanis,Beatty,Alanis.Beatty@snail.dm,35106566,6048110483,,Identify as female,1991,First Choice,Second Choice,Third Choice,Will be coming from co-op work downtown which ends at 5pm; might be a few minutes late depending on transit and traffic.,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,"Yes, as a junior student",Currently a co-op student,X,X,X,,,X,,,"Software development, interface design/human computer interaction, data mining","Volleyball, photography, cooking, bird watching",
608,2014/08/25 - 1:39pm,0,,,,Alanna,Ju    ,Alanna.Ju@snail.dm,58874411,7784984812,,Identify as female,1995,Second Choice,Third Choice,First Choice,,No preference,"BSc, Computer Science (Combined Major)",,Microbiology & Immunology,2nd year,,No,"Not a co-op student, but interested in joining co-op",,,,X,,,,,"Intelligent design and systems, bioinformatics","Physiology, Statistics, Commerce, Microbiology",No
529,2014/08/16 - 1:41pm,0,,,,Albert,Li,Albert.Li@snail.dm,78135891,7786948216,604-8176448,Identify as male,1991,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,,,,"Machine Learning, Human-Computer Interaction, Software Engineering, Big Data","Being outdoors, skiing, hiking, fitness, music, movies, video games",
484,2014/08/13 - 10:25am,0,,,,Amy,Kwan,Amy.Kwan@snail.dm,44211890,6044376907,,Identify as female,1993,Third Choice,Second Choice,First Choice,,No preference,"BSc, Computer Science",,,3rd year,,"Yes, as a senior student",Currently a co-op student,X,X,X,,,,,,"Mobile development, User Interface, Machine Learning, Artificial Intelligence","Movies, yoga, reading, piano, hiking, volleyball",
634,2014/08/29 - 7:31pm,0,,,,Andrew,Yang,Andrew.Yang@snail.dm,81547824,7784815860,,Identify as male,1995,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,Not a co-op student,X,X,X,X,,,,,"Software Engineering, Artificial Intelligence, Machine Learning","Sailing, Computers, Skiing, Hiking, Photography, Music, Filmmaking",
645,2014/09/01 - 7:27pm,0,,,,Andy,Zhang,Andy.Zhang@snail.dm,87642106,6044430215,,Identify as male,1992,Third Choice,First Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,X,,X,,,"Artificial Intelligence, Machine Learning, Interface Design, Natural Language Processing, Web Design, Mobile Applications","Cycling, Sailing, Biology, Economics, Business, Design, Glass Tile, Music, Hackintoshes",
400,2014/08/03 - 9:07am,0,,,,Bae Song,Baek,BaeSong.Baek@snail.dm,37037011,7786379107,,Identify as female,1992,First Choice,Second Choice,Third Choice,"I have lab until 6 on both Thursdays, so I would almost certainly be late (however it's 213 lab, so I understand that it's optional).",No preference,"BA, Computer Science",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,,,X,,X,,,"Machine Learning, Natural Language Processing","Choral singing, Yoga, Swimming, Running",
479,2014/08/12 - 12:46pm,0,,,,Ben ,Chen,Ben.Chen@snail.dm,88692711,6044453269,,Identify as male,1994,Third Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science (Combined Major)",,Statistics,2nd year,,No,Currently a co-op student,X,X,X,X,,,,,"iOS Development, Corelet language (IBM's new programming language for SyNAPSE), machine learning, backend programming","iOS App Development, Soccer, UI/UX Design, Hiking",
657,2014/09/04 - 3:12am,0,,,,Benjamin,Yeo   ,Benjamin.Yeo@snail.dm,49094559,7786041711,,Identify as male,1991,Third Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science",,,4th year,,No,Not a co-op student,X,,,X,,,,,"Networking, Distributed and parallel systems, Artificial Intelligence","Gaming
",
438,2014/08/06 - 9:21pm,0,,,,Brenden,Porter,Brenden.Porter@snail.dm,59008165,7785605852,,Identify as male,1993,First Choice,Second Choice,Third Choice,,No preference,"BSc, Combined Honours Computer Science",,Mathematics,3rd year,,No,Not a co-op student,,,,X,X,,,,"Artificial intelligence, Algorithm design, encryption, human-computer interactions.","Playing tennis, reading articles about technology, swimming, pscyhology, philosophy, playing videogames.",
488,2014/08/13 - 9:16pm,0,,,,Brendon,Vong,Brendon.Vong@snail.dm,17879196,6044940666,,Identify as male,1994,First Choice,Second Choice,Second Choice,,No preference,"BSc, Combined Honours Computer Science",,Physics,3rd year,,No,Currently a co-op student,X,,X,X,,,,,"Artificial Intelligence, Computational Physics, Machine Learning/Deep Learning, Empirial&Theoretical study of Algorithms, ","Literature, Cinema, Soccer, Design",
596,2014/08/23 - 9:51pm,0,,,,Brendon,Kho   ,Brendon.Kho@snail.dm,20861680,6047371300,778-7426164,Identify as male,1990,Third Choice,First Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,No,Currently a co-op student,X,X,X,,,,,,"cryptography, concurrency ","jogging, swimming, learning foreign languages, movies",
513,2014/08/15 - 5:12pm,0,,,,Brennan,Auyeung,Brennan.Auyeung@snail.dm,25281371,7785069063,,Identify as male,1991,Third Choice,First Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,,X,X,,,"Software engineering, algorithm design and analysis, trees and graphs, machine learning, computational optimization, modeling and simulation","cooking, baking, personal growth, philosophy",
495,2014/08/14 - 11:10am,0,,,,Bret,Haji,Bret.Haji@snail.dm,84486021,7783433974,,Identify as male,1987,First Choice,Second Choice,Third Choice,My availability depends on my TA schedule. I don't know yet what hours I need to work so my choices are tentative.,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,No,Have completed all co-op terms,X,X,X,,,,,,"Front-end development, Web apps, Rails, Mobile apps, COGS, A.I.","Eating, Languages, Travel, Netflix",
663,2014/09/07 - 12:06am,0,,,,Brian,Zimmerman,Brian.Zimmerman@snail.dm,21822595,7783651847,,Identify as male,1994,Third Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",,,,,,X,,,"Mobile programming (Mobile App design), Human Computer Interaction.","boxing, travel to Asia and South America",
627,2014/08/28 - 12:35pm,0,,,,Brian ,Xiao,Brian.Xiao@snail.dm,57909960,7787400289,,Identify as male,1989,Not Avail.,First Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,,,,,,,,"Artificial intelligence, computer networking, game development.","Gaming, running, movie watching, reading",
366,2014/08/01 - 6:58pm,0,,,,Brice,Chadha,Brice.Chadha@snail.dm,76935459,7786882252,604-2863616,Identify as male,1993,Third Choice,First Choice,Second Choice,,No preference,"BA, Computer Science",,,3rd year,,No,Not a co-op student,X,,X,,,,,,"Machine Learning, Artificial Intelligence, Algorithmic Game Theory, Algorithmic Trading, Theory ",Painting,
445,2014/08/07 - 3:32pm,0,,,,Brock,Robertson,Brock.Robertson@snail.dm,21708522,6045569791,,Identify as male,1993,Not Avail.,First Choice,First Choice,,Match with male mentor only,"BComm, Combined Business / Computer Science (BUCS)",,,3rd year,,No,Currently a co-op student,X,X,,,,,,,"Project management, Business analysis, Database management","Long distance running, playing Guitar, reading Science Fiction books, learning new languages


",
537,2014/08/17 - 10:48am,0,,,,Brodie,Heath,Brodie.Heath@snail.dm,27845221,6047973960,,Identify as male,1995,Third Choice,First Choice,Second Choice,,No preference,"BComm, Combined Business / Computer Science (BUCS)",,,1st year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,X,,X,,,"Software engineering, Graphical design, User Interface design, Computer-human interaction,","Basketball, Football, Following tech news",
658,2014/09/04 - 11:40am,0,,,,Brody,Wilson,Brody.Wilson@snail.dm,86698109,7784073085,,Identify as male,1990,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,"Yes, as a senior student",Have completed all co-op terms,X,X,,,,,,,"Software engineering, Development, Business, Web, Android","Hockey, Technology, Hiking",
399,2014/08/03 - 7:32am,0,,,,Brooks,Ogawa,Brooks.Ogawa@snail.dm,44643902,6049312718,,Identify as male,1993,First Choice,Second Choice,Third Choice,,No preference,"BA, Computer Science",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,,,X,,,"Programming, apps, large data sets, software engineering, cognitive computing.","General sports, music, guitar, hiking, philosophy, socializing, ",
623,2014/08/27 - 3:12pm,0,,,,Bruce,Ellis,Bruce.Ellis@snail.dm,75551833,6048085716,,Identify as male,1994,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science (Combined Major)",,Math,2nd year,,No,Not a co-op student,X,X,,X,,,,,"Machine learning, backend computing","video games, snowboarding",
523,2014/08/16 - 8:07am,0,,,,Bruce ,Chau,Bruce.Chau@snail.dm,48163993,7783262958,,Identify as male,1991,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,Not a co-op student,X,,X,,,X,,,"3D Printing, Data Clouding, Telecommunication","Soccer, Computer games, Stock market",
437,2014/08/06 - 7:27pm,0,,,,Bryan,Phe,Bryan.Phe@snail.dm,60995657,7786730062,778-9348158,Identify as male,1994,Third Choice,Second Choice,First Choice,,Match with male mentor only,"BSc, Computer Science (Combined Major)",,Biology,2nd year,,No,"Not a co-op student, but interested in joining co-op",,,X,X,X,X,,,"computer graphics, video games, internet, applications","all genres of music plus some production, biking, skiing, reading, board games, technology, video games, ",
506,2014/08/15 - 1:52pm,0,,,,Bryce,Teuku,Bryce.Teuku@snail.dm,48501478,7783402989,,Identify as male,1994,First Choice,Second Choice,Third Choice,,No preference,"BA, Computer Science",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,X,,,"Programming, development of web and mobile applications, big data manipulation, designing software","iOS programming, building websites, scraping web data, python, objective c, photography, music, cooking",
612,2014/08/25 - 3:27pm,0,,,,Brycen,Shaw,Brycen.Shaw@snail.dm,13993801,7785819112,,Identify as male,1986,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,No,Currently a co-op student,X,X,X,,,,X,Management of CS company,"Software development, algorithms, UI design","Volleyball, gaming, travelling, cooking, reading",
607,2014/08/25 - 7:01am,0,,,,Bryson,Lee  ,Bryson.Lee@snail.dm,72191028,6044301361,,Identify as male,1993,Third Choice,First Choice,Second Choice,Wednesday Sep. 24: My last class ends at 6:00PM so I will probably be a bit late.,No preference,"BSc, Computer Science",,,1st year,,No,"Not a co-op student, but interested in joining co-op",,,,,,X,,,Data analytics,"Science, Aircraft, Philosophy, Economics",
517,2014/08/15 - 6:53pm,0,,,,Byron,Lloyd,Byron.Lloyd@snail.dm,69357763,7782320379,,Identify as male,1993,Second Choice,First Choice,Third Choice,,No preference,"BSc, Honours Computer Science",,,1st year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,X,,X,,,Unsure,"Computer programming, video games",
525,2014/08/16 - 9:28am,0,,,,Cary ,Kim  ,Cary.Kim@snail.dm,54526658,7785170697,,Identify as female,1980,First Choice,Third Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,X,,,"Databases, user interface design","Art, design, reading fiction and non-fiction, yoga",
349,2014/08/01 - 5:02pm,0,,,,Casey,Loh,Casey.Loh@snail.dm,86191317,7786975183,,Identify as female,1993,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,3rd year,,"Yes, as a junior student",Not a co-op student,X,X,,,,,,,"internet computing, back-end development","biology, programming",
533,2014/08/16 - 7:44pm,0,,,,Chen,Li   ,Chen.Li@snail.dm,63187953,2502900697,,Identify as male,1995,Third Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science (Combined Major)",,Mathematics,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,,,X,,,Unsure,"Philosophy, sports, guitar, hiking, software engineering",
672,2014/09/09 - 12:51pm,0,,,,Cindy,Tsai,Cindy.Tsai@snail.dm,97928798,6044281338,,Identify as female,,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,No,Not a co-op student,X,X,,X,,X,,,"machine learning, algorithms, data structures, statistics","outdoors, science fiction, board games",
571,2014/08/19 - 11:37pm,0,,,,Claudia,Ho,Claudia.Ho@snail.dm,66533155,6044554881,,Identify as female,1996,Third Choice,First Choice,Second Choice,,Match with female mentor only,"BSc, Computer Science",,,1st year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,X,,,"Web design, programming","snowboarding, baking, reading",
670,2014/09/08 - 8:45pm,0,,,,Colleen,Chan,Colleen.Chan@snail.dm,19751792,6045053927,,Identify as female,1991,First Choice,,,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,X,,,,,"Artificial Intelligence, machine learning, data mining, software development.","Piano, tennis",
619,2014/08/26 - 1:26pm,0,,,,Cora,Lee,Cora.Lee@snail.dm,55501660,6044908333,,Identify as female,1990,First Choice,Second Choice,Third Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,X,X,X,,,"Cognitive Systems, Artificial Intelligence, Software Design, Human-Computer Interaction","Basketball, Yoga, Running, Hiking, Soccer, Volleyball, Scuba Diving, Photography, Writing, Baking/Cooking, Languages, Reading, Salsa/Latino Dancing, Politics, Current Affairs, ",
354,2014/08/01 - 5:16pm,0,,,,Cristina,Webb,Cristina.Webb@snail.dm,56022651,6045577623,,Identify as female,1994,First Choice,Third Choice,Third Choice,,No preference,"BSc, Computer Science",,,1st year,,No,Currently a co-op student,X,X,,,,X,,,"Databases, Creating mobile applications (ios and android platforms mainly), Web Development","Piano, guitar, listening to many genres of music
, computer games,  building android apps with friends 
",
569,2014/08/19 - 11:06pm,0,,,,Crystal,Bradley,Crystal.Bradley@snail.dm,68301310,6046847445,,Identify as female,1988,First Choice,First Choice,First Choice,I'm available for any of them,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,"Yes, as a junior student",Currently a co-op student,X,X,,,,X,,,"Project management, Java, computer graphics, computer animation, HTML/CSS, database","Food,  Game of Thrones,  board games",
414,2014/08/04 - 10:22pm,0,,,,Cynthia,Jenkins,Cynthia.Jenkins@snail.dm,28668228,6047042767,,Identify as female,1995,Third Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science (Combined Major)",,Microbiology and Immunology,2nd year,,No,"Not a co-op student, but interested in joining co-op",,,,,,X,,,"bioinformatics, cryptography","sports, literature",
376,2014/08/02 - 12:09am,0,,,,Daisy,Shao,Daisy.Shao@snail.dm,41434689,7783581777,,Identify as female,1993,Second Choice,First Choice,Third Choice,,No preference,"BSc, Computer Science (Combined Major)",,Microbiology and Immunology,3rd year,,No,Not a co-op student,X,X,,,,X,,,"bioinformatics, biotechnology, animation","painting, drawing, swimming, badminton, designing, photography",
511,2014/08/15 - 3:46pm,0,,,,Dan,Liew,Dan.Liew@snail.dm,16364190,6046040629,778-7377446,Identify as male,1987,Third Choice,First Choice,Second Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,X,,,"Mobile Apps, UI, Digital Signal Processing","Music, Homebrewing, Politics",
622,2014/08/27 - 1:18pm,0,,,,Dania,Chambers,Dania.Chambers@snail.dm,93953962,6049421654,,Identify as female,1980,Not Avail.,Second Choice,First Choice,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,,,,,X,X,Perhaps own my own business but on a part time basis to start. I will be looking for full time employment,"Database Management, design, usability, training users","Camping, walking, crafts",
383,2014/08/02 - 9:07am,0,,,,Daniella,Spencer,Daniella.Spencer@snail.dm,76264681,2507718920,,Identify as female,1992,First Choice,First Choice,Second Choice,,No preference,"BSc, Computer Science (Combined Major)",,Microbiology and Immunology,4th year,,No,Currently a co-op student,X,X,,,,X,,,"programming, industry, software development, backend, frontend, python, django","league of legends, games, programming, futurology, animals, technology, web comics, science, medicine",
584,2014/08/22 - 12:05pm,0,,,,Danielle,Choi,Danielle.Choi@snail.dm,60466796,6042632178,,Identify as female,1992,First Choice,Second Choice,Third Choice,,Match with male mentor only,"BA, Computer Science",,,4th year,,Both junior and senior student,Currently a co-op student,X,,,X,,,,,"IT, business analysis, big data","reading, martial arts, watching movies",
475,2014/08/11 - 3:30pm,0,,,,Danny,Tong,Danny.Tong@snail.dm,54134331,6044162656,,Identify as male,1995,Second Choice,First Choice,Third Choice,,No preference,"BComm, Combined Business / Computer Science (BUCS)",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",,X,,,,,,,"Programming in C++, Software development kits. UDK, Photoshop","Video games, programming, books, Saxophone",
611,2014/08/25 - 2:48pm,0,,,,Darrel ,Fong  ,Darrel.Fong@snail.dm,95064142,6043621967,,Identify as male,1990,First Choice,Second Choice,Third Choice,Strongly prefer Wednesday 24th,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,4th year,,"Yes, as a junior student",Currently a co-op student,X,X,,,,,,,"Machine learning, data science, web development, software engineering","Hiking, gaming",
394,2014/08/02 - 7:53pm,0,,,,Donavan,Yeong,Donavan.Yeong@snail.dm,22185584,6045413885,604-8683788,Identify as male,1995,First Choice,Second Choice,Third Choice,I am available at any time really so it does not matter where I am placed.,No preference,"BA, Computer Science",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,,X,X,X,,,,"Graphics, Programming Languages","Video games, music, dancing, coding, movies, technology",
439,2014/08/07 - 12:44am,0,,,,Donna,Ho    ,Donna.Ho@snail.dm,20894959,7784168877,,Identify as female,1994,First Choice,Second Choice,Not Avail.,,No preference,"BSc, Computer Science",,,2nd year,,No,Not a co-op student,X,,X,,,,,,webpage and graphic designs,cooking and origami,
664,2014/09/07 - 12:09am,0,,,,Dorian,Cooper,Dorian.Cooper@snail.dm,24360685,6044806079,,Identify as male,1994,Second Choice,First Choice,Third Choice,,No preference,"BSc, Computer Science",,,3rd year,,"Yes, as a senior student",Currently a co-op student,X,,,,,,,,"Software Engineering, iOS Development, mobile applications, UI Design","keeping up with the latest tech news, cars, piano, travel",
356,2014/08/01 - 5:19pm,0,,,,Douglas,King,Douglas.King@snail.dm,66280894,6047991831,,Identify as male,1995,First Choice,Second Choice,Third Choice,,No preference,"BComm, Combined Business / Computer Science (BUCS)",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,X,X,,,,,,"App design/development, automation ","Basketball, ultimate frisbee, investing, technology",
380,2014/08/02 - 4:01am,0,,,,Drake,Sato,Drake.Sato@snail.dm,87507985,6049148463,(604) 278-9301,Identify as male,1995,Not Avail.,First Choice,Second Choice,,No preference,"BSc, Combined Honours Computer Science",,Mathematics,2nd year,,"Yes, as a junior student",Currently a co-op student,X,,,X,,X,,,"machine learning, data science, probability and statistics, algorithms, artificial intelligence, cryptography, systems security","classical music, video games, volleyball, badminton",
367,2014/08/01 - 7:54pm,0,,,,Drew,Chiu,Drew.Chiu@snail.dm,39680437,6048383521,,Identify as male,1992,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,3rd year,,No,Not a co-op student,,,,,,X,,,graphics,"playing video games, watching cartoons, drawing",
587,2014/08/22 - 7:38pm,0,,,,Duane,Collins,Duane.Collins@snail.dm,30633970,7832795998,,Identify as male,1992,Not Avail.,Not Avail.,First Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,X,,,,"repairing and maintaining open source network and software, helping others to learn programming","reading,basketball, running, playing computer games",
598,2014/08/23 - 11:18pm,0,,,,Duncan,Cox,Duncan.Cox@snail.dm,37275979,7786285797,778-7410297,Identify as male,1992,Not Avail.,Not Avail.,First Choice,,No preference,"BSc, Computer Science",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,,,,X,,,,"Programming(Website and App developing), Computer Hardware, Databases, ","Tennis, Reading novels, Manga and Animation, Action movies",
675,2014/09/10 - 7:12pm,0,,,,Dustin,Hunt,Dustin.Hunt@snail.dm,68227480,6042347919,,Identify as male,1991,First Choice,Not Avail.,Not Avail.,,No preference,"BCS (Bachelor of CS, 2nd Degree)",,,3rd year,,No,"Not a co-op student, but interested in joining co-op",X,,,,,,,,"Gamification of Education (primary), Software Development, Software Engineering","Reading, Playing Video-Games, Watching Stand-up",
412,2014/08/04 - 7:48pm,0,,,,Dwayne,Eli   ,Dwayne.Eli@snail.dm,36766859,6043187449,,Identify as male,1994,First Choice,Second Choice,Third Choice,,No preference,"BSc, Computer Science",,,3rd year,,No,Currently a co-op student,X,X,X,,,,,,"Software engineering, Computer graphics and visualization, Computer networks, Artificial intelligence ","Watching and discussing Japanes animation, Computer games, Programming, Surfing the internet ",
368,2014/08/01 - 8:14pm,0,,,,Dwight,Zhao,Dwight.Zhao@snail.dm,74173966,6049146899,778-7609732,Identify as male,1994,First Choice,Third Choice,Second Choice,,No preference,"BComm, Combined Business / Computer Science (BUCS)",,,2nd year,,No,"Not a co-op student, but interested in joining co-op",X,X,,,,,,,"AI, enterprise software (SAP)","Games, Basketball, street dance",
